,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
40,The Adventure of the Three Students,Arthur Conan Doyle,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/detective.jpg,A man in a bowler hat and a popped collar. Graphite filter,1904.0,6456,26,"A student has snuck into a university and copied the upcoming exam. Holmes has no time, for such trivial matters, but the quaint clues are enough to pique his attention and set the game afoot.",Mystery;Adventure,"On the table in the window were several shreds from a pencil which had been sharpened. A broken tip of lead was lying there also. Evidently the rascal had copied the paper in a great hurry, had broken his pencil, and had been compelled to put a fresh point to it.",https://www.libraryofshortstories.com/storiespdf/the-adventure-of-the-three-students.pdf,https://www.libraryofshortstories.com/storiesepub/the-adventure-of-the-three-students.epub,https://www.libraryofshortstories.com/onlinereader/the-adventure-of-the-three-students
41,The Adventure of the Veiled Lodger,Arthur Conan Doyle,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/detective.jpg,A man in a bowler hat and a popped collar. Graphite filter,1927.0,4457,18,"A veiled woman with a mutilated face, agrees only to talk to Holmes about her horrid past.",Mystery;Adventure,"“Well, Mr. Holmes, you would hardly say it was a face at all. That’s how it looked. Our milkman got a glimpse of her once peeping out of the upper window, and he dropped his tin and the milk all over the front garden.”",https://www.libraryofshortstories.com/storiespdf/the-adventure-of-the-veiled-lodger.pdf,https://www.libraryofshortstories.com/storiesepub/the-adventure-of-the-veiled-lodger.epub,https://www.libraryofshortstories.com/onlinereader/the-adventure-of-the-veiled-lodger
42,The Adventure of Wisteria Lodge,Arthur Conan Doyle,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/detective.jpg,A man in a bowler hat and a popped collar. Graphite filter,1908.0,11386,46,A Mr. John Scott Eccles comes to seek Holmes’ advice only to be interrupted by police arriving to interrogate Eccles on a murder from the night before.,Mystery;Adventure,"My mind is like a racing engine, tearing itself to pieces because it is not connected up with the work for which it was built. Life is commonplace, the papers are sterile; audacity and romance seem to have passed forever from the criminal world.",https://www.libraryofshortstories.com/storiespdf/the-adventure-of-wisteria-lodge.pdf,https://www.libraryofshortstories.com/storiesepub/the-adventure-of-wisteria-lodge.epub,https://www.libraryofshortstories.com/onlinereader/the-adventure-of-wisteria-lodge
43,Aepyornis Island,H. G. Wells,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ship.jpg,"A wooden, five-masted sailing ship on the sea. Graphite filter. Graphite filter.",1894.0,4962,20,"A man with a scar across his face tells of how he discovered the famous, monstrous bird ‘Aepyornis.’",Sci-fi;Adventure,"“Hatched, sir, when my head was pillowed on it and I was asleep. I heard a whack and felt a jar and sat up, and there was the end of the egg pecked out and a rum little brown head looking out at me.”",https://www.libraryofshortstories.com/storiespdf/aepyornis-island.pdf,https://www.libraryofshortstories.com/storiesepub/aepyornis-island.epub,https://www.libraryofshortstories.com/onlinereader/aepyornis-island
44,After the Race,James Joyce,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/party.jpg,Four clinking wine glasses. Graphite filter.,1914.0,2230,9,"After a successful car race in Dublin, the members of the team, most of different nationalities, set off for a celebratory dinner.",Literary;Tragedy,"In Jimmy’s house this dinner had been pronounced an occasion. A certain pride mingled with his parents’ trepidation, a certain eagerness, also, to play fast and loose for the names of great foreign cities have at least this virtue.",https://www.libraryofshortstories.com/storiespdf/after-the-race.pdf,https://www.libraryofshortstories.com/storiesepub/after-the-race.epub,https://www.libraryofshortstories.com/onlinereader/after-the-race
45,The Alchemist,H. P. Lovecraft,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/elixir.jpg,A curved glass vial holding a misty gas. Graphite filter,1916.0,3679,15,A man searches for answers to the mystery of a curse that has made all of his ancestors die young.,Gothic;Mystery,"“May ne’er a noble of thy murd’rous line
Survive to reach a greater age than thine!”",https://www.libraryofshortstories.com/storiespdf/the-alchemist.pdf,https://www.libraryofshortstories.com/storiesepub/the-alchemist.epub,https://www.libraryofshortstories.com/onlinereader/the-alchemist
46,All Gold Canyon,Jack London,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/cliffs.jpg,A foggy valley through cliffs. Graphite filter.,1905.0,7722,31,"In a pristine canyon of lillies, butterflies and deer, a prospector comes looking for gold. But luck turns out to be both with and against him.",Adventure,"“Ah, ha! Mr. Pocket! I’m a-comin’, I’m a-comin’, an’ I’m shorely gwine to get yer! You heah me, Mr. Pocket? I’m gwine to get yer as shore as punkins ain’t cauliflowers!”",https://www.libraryofshortstories.com/storiespdf/all-gold-canyon.pdf,https://www.libraryofshortstories.com/storiesepub/all-gold-canyon.epub,https://www.libraryofshortstories.com/onlinereader/all-gold-canyon
47,The All Right ’Un,Banjo Paterson,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/letter.jpg,An envelope and letter. Graphite filter.,1893.0,285,2,"After being given care by the narrator, a man writes him a letter saying he will repay his kindness by providing him a tipoff on a horse that will for sure win its next race.",Poetry,"He came from ‘further out’,
That land of heat and drought
And dust and gravel.
He got a touch of sun,
And rested at the run
Until his cure was done,
And he could travel.",https://www.libraryofshortstories.com/storiespdf/the-all-right-un.pdf,https://www.libraryofshortstories.com/storiesepub/the-all-right-un.epub,https://www.libraryofshortstories.com/onlinereader/the-all-right-un
48,All Summer in a Day,Ray Bradbury,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/sunrise.jpg,A sunrise above the horizon. Graphite Filter.,1954.0,1936,8,Children wait by the windows of their school for a chance to see the Venutian sun.,Sci-fi;Literary,"And they, they had been on Venus all their lives, and they had been only two years old when last the sun came out and had long since forgotten the color and heat of it and the way it really was. But Margot remembered.",https://www.libraryofshortstories.com/storiespdf/all-summer-in-a-day.pdf,https://www.libraryofshortstories.com/storiesepub/all-summer-in-a-day.epub,https://www.libraryofshortstories.com/onlinereader/all-summer-in-a-day
49,“allez!”,Aleksandr I. Kuprin,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/acrobat.jpg,A female acrobat inside a raised ring with a crowd watching. Graphite filter.,1889.0,1930,8,"A girl lives her youth in a circus as an acrobat, eventually falling in love with a clown who joins the show.",Tragedy;Literary,"The man in the tall hat walks in the centre of the ring, holding in front of the horse’s head the end of his long whip, which he cracks deafeningly.⁠ ⁠…“Allez!⁠ ⁠…”",https://www.libraryofshortstories.com/storiespdf/allez!.pdf,https://www.libraryofshortstories.com/storiesepub/allez!.epub,https://www.libraryofshortstories.com/onlinereader/allez!
50,Alone,Edgar Allan Poe,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/alone.jpg,A man with a billowing coat looks at a spectral-faced cloud.,1875.0,140,1,A man describes his life of isolation.,Poetry;Tragedy,"From the same source I have not taken
My sorrow—I could not awaken
My heart to joy at the same tone—
And all I lov’d—I lov’d alone—",https://www.libraryofshortstories.com/storiespdf/alone.pdf,https://www.libraryofshortstories.com/storiesepub/alone.epub,https://www.libraryofshortstories.com/onlinereader/alone
51,The Amateur Rider,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/jockey.jpg,A striped jockey on a racehorse. Graphite filter.,1894.0,749,3,A horse manager is shocked at the appearance of a new jockey.,Poetry,"Ought to be under the Dog Act, he ought, and be kept off the course.
Fall! why, he’d fall off a cart, let alone off a steeplechase horse.",https://www.libraryofshortstories.com/storiespdf/the-amateur-rider.pdf,https://www.libraryofshortstories.com/storiesepub/the-amateur-rider.epub,https://www.libraryofshortstories.com/onlinereader/the-amateur-rider
52,Ambition and Art,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/paintbrush.jpg,A hand delicately holding a small paintbrush. Graphite filter.,1894.0,398,2,A poem on the difference between a life of ambition and a life of art.,Poetry,There has been reward — but the end of all -Is dust and ashes.,https://www.libraryofshortstories.com/storiespdf/ambition-and-art.pdf,https://www.libraryofshortstories.com/storiesepub/ambition-and-art.epub,https://www.libraryofshortstories.com/onlinereader/ambition-and-art
53,Anathema,Aleksandr I. Kuprin,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/orthodox.jpg,The domes of an orthodox church. Graphite filter.,1905.0,2892,12,A deacon refuses to denounce a favourite author of his during a rite of anathematization.,Literary,"But something peculiar happened to the archdeacon that morning, something that had never happened before. Perhaps it was the whiskey that his wife gave him with his tea.",https://www.libraryofshortstories.com/storiespdf/anathema.pdf,https://www.libraryofshortstories.com/storiesepub/anathema.epub,https://www.libraryofshortstories.com/onlinereader/anathema
54,And All the Earth a Grave,C. C. MacApp,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/coffin.jpg,A wooden coffin with a cross. Graphite filter,1963.0,2358,10,A coffin factory accidentally overbudgets the marketing team a hundred fold... leading to complete success.,Quirky;Gothic,The coffin became the new status symbol.,https://www.libraryofshortstories.com/storiespdf/and-all-the-earth-a-grave.pdf,https://www.libraryofshortstories.com/storiesepub/and-all-the-earth-a-grave.epub,https://www.libraryofshortstories.com/onlinereader/and-all-the-earth-a-grave
55,—And Devious the Line of Duty,Tom Godwin,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/and_devious_the_line_of_duty.jpg,Drawing of a man looking at another who is smugly sipping on a drink.,1962.0,13271,54,"A young lieutenant is willing to die in the line of duty to save Earth and her people, but instead he is tasked with the much stranger mission of breaking up a marriage.",Sci-fi;Adventure,"“You are thinking, of course, of dying dramatically behind a pair of blazing blasters. But you will soon learn, my boy, that a soldier’s duty is to protect the worlds he represents by whatever actions will produce the best results, no matter how unheroic those actions may be.”",https://www.libraryofshortstories.com/storiespdf/and-devious-the-line-of-duty.pdf,https://www.libraryofshortstories.com/storiesepub/and-devious-the-line-of-duty.epub,https://www.libraryofshortstories.com/onlinereader/and-devious-the-line-of-duty
56,Annabel Lee,Edgar Allan Poe,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lovers.jpg,"A kissing man and woman, silhouetted in a forest. Graphite filter.",1849.0,298,2,A man pines for a lover from his youth.,Poetry;Tragedy,"And this was the reason that, long ago,
In this kingdom by the sea,
A wind blew out of a cloud, chilling
My beautiful Annabel Lee;",https://www.libraryofshortstories.com/storiespdf/annabel-lee.pdf,https://www.libraryofshortstories.com/storiesepub/annabel-lee.epub,https://www.libraryofshortstories.com/onlinereader/annabel-lee
